,Perovskite,bandgap(eV),glass,ETL,ETL-2,"ETL 
thickness(um)",HTL,"HTL 
thickness(um)",meta,"Perovskite 
deposition
 procedure","Perovskite
 deposition
 method","Anti-solvent 
treatment","Precursor
 solution","Annealing
 temperature (°C) ","Annealing
 time (minutes) ",Jsc,Voc,FF,PCE,Article
192,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD/Gual,,Au,two-step,spin,CB,DMF/DMSO/IAI,150.0,30.0,1.15,23.85,0.79,22.11,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
193,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD/Gual,,Au,two-step,spin,CB,DMF/DMSO/GuaI,150.0,30.0,1.12,24.5,0.75,21.0,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
194,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD/Gual,,Au,two-step,spin,CB,DMF/DMSO/EAI/IAI,150.0,30.0,1.14,21.97,0.71,18.1,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
195,FA0.9Cs0.07MA0.03PbI2.76Br0.24,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD/Gual,,Au,two-step,spin,CB,DMF/DMSO/EAI/GuaI,150.0,30.0,1.11,22.09,0.6,14.8,"Alharbi, E.A., Alyamani, A.Y., Kubicki, D.J. et al. Atomic-level passivation mechanism of ammonium salts enabling highly efficient perovskite solar cells. Nat Commun 10, 3008 (2019). "
196,Cs0.05MA0.15FA0.850.95PbI2.55Br0.45,,FTO,c-TiO2,mp-TiO2,,RCP–BTT,,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,1.08,14.68,0.53,8.45,"MURUGESAN V S, MICHAEL R R, JENA A K, et al. Benzodithiophene-thienopyrroledione-thienothiophene-based random copolymeric hole transporting material for perovskite solar cell [J]. Chemical Engineering Journal, 2020, 382: 122830."
197,Cs0.05MA0.15FA0.850.95PbI2.55Br0.45,,FTO,c-TiO2,mp-TiO2,,RCP–BTT/dopant,,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,1.09,19.41,0.69,14.57,"MURUGESAN V S, MICHAEL R R, JENA A K, et al. Benzodithiophene-thienopyrroledione-thienothiophene-based random copolymeric hole transporting material for perovskite solar cell [J]. Chemical Engineering Journal, 2020, 382: 122830."
198,Cs0.05MA0.15FA0.850.95PbI2.55Br0.45,,FTO,c-TiO2,mp-TiO2,,PTB7,,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,1.05,13.65,0.48,6.91,"MURUGESAN V S, MICHAEL R R, JENA A K, et al. Benzodithiophene-thienopyrroledione-thienothiophene-based random copolymeric hole transporting material for perovskite solar cell [J]. Chemical Engineering Journal, 2020, 382: 122830."
199,Cs0.05MA0.15FA0.850.95PbI2.55Br0.45,,FTO,c-TiO2,mp-TiO2,,PTB7/dopant,,Au,three-step,spin,CB,DMF/DMSO,100.0,60.0,1.06,18.23,0.62,12.02,"MURUGESAN V S, MICHAEL R R, JENA A K, et al. Benzodithiophene-thienopyrroledione-thienothiophene-based random copolymeric hole transporting material for perovskite solar cell [J]. Chemical Engineering Journal, 2020, 382: 122830."
200,Cs0.05MA0.1425FA0.8075PbI2.55Br0.45,,FTO,CsF/SnO2,,,D4TBP/spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.16,23.2,0.76,20.4,"AKIN S. Boosting the efficiency and stability of perovskite solar cells through facile molecular engineering approaches [J]. Solar Energy, 2020, 199: 136-42."
201,Cs0.05MA0.1425FA0.8075PbI2.55Br0.45,,FTO,SnO2,,,D4TBP/spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.13,22.4,0.74,19.0,"AKIN S. Boosting the efficiency and stability of perovskite solar cells through facile molecular engineering approaches [J]. Solar Energy, 2020, 199: 136-42."
202,Cs0.05I0.05FA0.95MA0.95Pb0.95I2.422Br0.4275,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,,100.0,30.0,1.052,16.4,0.6,25.4,"Hayali, A.; Reeves, R.J.; Alkaisi, M.M. Wavelength Selective Solar Cells Using Triple Cation Perovskite. Nanomaterials 2022, 12, 3299. https://doi.org/10.3390/nano12193299"
203,Cs0.05I0.05FA0.95MA0.95Pb0.95I2.85,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,,100.0,30.0,1.003,14.0,0.539,25.9,"Hayali, A.; Reeves, R.J.; Alkaisi, M.M. Wavelength Selective Solar Cells Using Triple Cation Perovskite. Nanomaterials 2022, 12, 3299. https://doi.org/10.3390/nano12193299"
204,Cs0.05Br0.05FA0.95MA0.95Pb0.95Br2.422I0.4275,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,,100.0,30.0,0.939,4.2,0.56,7.8,"Hayali, A.; Reeves, R.J.; Alkaisi, M.M. Wavelength Selective Solar Cells Using Triple Cation Perovskite. Nanomaterials 2022, 12, 3299. https://doi.org/10.3390/nano12193299"
205,Cs0.05Br0.05FA0.95MA0.95Pb0.95Br2.422Cl0.4275,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,,100.0,30.0,1.013,3.5,0.553,6.3,"Hayali, A.; Reeves, R.J.; Alkaisi, M.M. Wavelength Selective Solar Cells Using Triple Cation Perovskite. Nanomaterials 2022, 12, 3299. https://doi.org/10.3390/nano12193299"
206,Cs0.05I0.05FA0.95MA0.95Pb0.95I2.422Br0.1425,,FTO,c-TiO2,mp-TiO2,,spiro-MeOTAD,,Au,two-step,spin,CB,,100.0,30.0,1.046,9.9,0.58,16.2,"Hayali, A.; Reeves, R.J.; Alkaisi, M.M. Wavelength Selective Solar Cells Using Triple Cation Perovskite. Nanomaterials 2022, 12, 3299. https://doi.org/10.3390/nano12193299"
207,Cs0.05FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,FTO,SG-SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,EA/HEX,DMF/DMSO,150.0,20.0,1.078,22.74,0.7324,18.16,"H. B. Lee, N. Kumar, M. M. Ovhal, Y. J. Kim, Y. M. Song, J.-W. Kang, Dopant-Free, Amorphous–Crystalline Heterophase SnO2 Electron Transport Bilayer Enables >20% Efficiency in Triple-Cation Perovskite Solar Cells. Adv. Funct. Mater. 2020, 30, 2001559."
208,Cs0.05FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,FTO,NP-SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,EA/HEX,DMF/DMSO,150.0,20.0,1.098,22.27,0.7296,17.95,"H. B. Lee, N. Kumar, M. M. Ovhal, Y. J. Kim, Y. M. Song, J.-W. Kang, Dopant-Free, Amorphous–Crystalline Heterophase SnO2 Electron Transport Bilayer Enables >20% Efficiency in Triple-Cation Perovskite Solar Cells. Adv. Funct. Mater. 2020, 30, 2001559."
209,Cs0.05FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,FTO,Bi-SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,EA/HEX,DMF/DMSO,150.0,20.0,1.118,23.18,0.7627,18.49,"H. B. Lee, N. Kumar, M. M. Ovhal, Y. J. Kim, Y. M. Song, J.-W. Kang, Dopant-Free, Amorphous–Crystalline Heterophase SnO2 Electron Transport Bilayer Enables >20% Efficiency in Triple-Cation Perovskite Solar Cells. Adv. Funct. Mater. 2020, 30, 2001559."
210,FA0.85Pb0.85I2.55MA0.15Pb0.15Br0.45,,FTO,ALD-SnO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.14,21.3,0.74,18.4,"CORREA BAENA J P, STEIER L, TRESS W, et al. Highly efficient planar perovskite solar cells through band alignment engineering [J]. Energy & Environmental Science, 2015, 8(10): 2928-34."
211,Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,PCBM,TiO2/BCP,,PEDOT:PSS,,Ag,,spin,CB,DMF/DMSO,100.0,60.0,0.86,20.2,,13.2,"ZHANG H, LIU H, LU W, et al. Analysis and suppression of metal-contact-induced degradation in inverted triple cation perovskite solar cells [J]. Materials Letters, 2019, 236: 736-8."
212,Cs0.05FA0.8MA0.15PbI2.5Br0.5,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.11,23.6,76.0,19.9,"LA FERRARA V, DE MARIA A, RAMETTA G, et al. The effect of storage cycle on improvement in the photovoltaic parameters of planar triple cation perovskite solar cells [J]. Materials Advances, 2021, 2(16): 5396-405."
213,FA0.80MA0.15Cs0.5PbI2.1Br0.9,,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,EA,DMF/DMSO,100.0,60.0,0.89,19.41,0.64,11.27,"YERRAMILLI A S, CHEN Y, GOGOI B, et al. Phenyl Ethylammonium Iodide introduction into inverted triple cation perovskite solar cells for improved VOC and stability [J]. Organic Electronics, 2021, 93: 106121."
214,FA0.80MA0.15Cs0.5PbI2.1Br0.9,,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,EA,DMF/DMSO/0.017PEA,100.0,60.0,0.95,20.26,0.76,14.85,"YERRAMILLI A S, CHEN Y, GOGOI B, et al. Phenyl Ethylammonium Iodide introduction into inverted triple cation perovskite solar cells for improved VOC and stability [J]. Organic Electronics, 2021, 93: 106121."
215,FA0.80MA0.15Cs0.5PbI2.1Br0.9,,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,EA,DMF/DMSO/0.03PEA,100.0,60.0,0.96,18.96,0.77,14.02,"YERRAMILLI A S, CHEN Y, GOGOI B, et al. Phenyl Ethylammonium Iodide introduction into inverted triple cation perovskite solar cells for improved VOC and stability [J]. Organic Electronics, 2021, 93: 106121."
216,FA0.80MA0.15Cs0.5PbI2.1Br0.9,,ITO,PCBM,,,PEDOT:PSS,,Al,one-step,spin,EA,DMF/DMSO/0.05PEA,100.0,60.0,0.98,13.47,0.73,9.74,"YERRAMILLI A S, CHEN Y, GOGOI B, et al. Phenyl Ethylammonium Iodide introduction into inverted triple cation perovskite solar cells for improved VOC and stability [J]. Organic Electronics, 2021, 93: 106121."
217,Cs0.1MA0.135FA0.765 PbI2.55Br0.45,,ITO,SnO2,,,spiro-OMeTAD,,Ag,R2R,,CB,DMF/DMSO,,,0.95,19.81,0.7,13.41,"HAM D S, CHOI W J, YUN H, et al. Influence of Drying Conditions on Device Performances of Antisolvent-Assisted Roll-to-Roll Slot Die-Coated Perovskite Solar Cells [J]. ACS Applied Energy Materials, 2021, 4(8): 7611-21."
218,Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,PCBM,,,PEDOT:PSS,,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,0.94,22.28,0.72,15.06,"YANG J, LIU X, ZHANG Y, et al. Comprehensive understanding of heat-induced degradation of triple-cation mixed halide perovskite for a robust solar cell [J]. Nano Energy, 2018, 54: 218-26."
219, Cs0.05FA0.54MA0.41PbI2.94Br0.06,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,,DMF/DMSO,150.0,15.0,1.095,24.03,0.7477,19.68,"Li, N., Tao, S., Chen, Y. et al. Cation and anion immobilization through chemical bonding enhancement with fluorides for stable halide perovskite solar cells. Nat Energy 4, 408–415 (2019). https://doi.org/10.1038/s41560-019-0382-6"
220, Cs0.05FA0.54MA0.41PbI2.94Br0.06,,ITO,SnO2,,,spiro-OMeTAD,,Au,two-step,spin,,DMF/DMSO/NaF,150.0,15.0,1.126,24.23,0.8035,21.92,"Li, N., Tao, S., Chen, Y. et al. Cation and anion immobilization through chemical bonding enhancement with fluorides for stable halide perovskite solar cells. Nat Energy 4, 408–415 (2019). https://doi.org/10.1038/s41560-019-0382-6"
221,FA0.976MA0.024PbI2.928Br0.072,,ITO,SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,,DMF/DMSO,150.0,20.0,1.09,24.03,0.6801,18.59,"Penpong, K., Seriwatanachai, C., Naikaew, A. et al. Robust perovskite formation via vacuum thermal annealing for indoor perovskite solar cells. Sci Rep 13, 10933 (2023). https://doi.org/10.1038/s41598-023-37155-4"
222,FA0.945MA0.025Cs0.03PbI2.925Br0.075,,ITO,SnO2,,,spiro-OMeTAD,,Ag,two-step,spin,,DMF/DMSO,150.0,20.0,1.12,24.22,0.702,19.5,"Penpong, K., Seriwatanachai, C., Naikaew, A. et al. Robust perovskite formation via vacuum thermal annealing for indoor perovskite solar cells. Sci Rep 13, 10933 (2023). https://doi.org/10.1038/s41598-023-37155-4"
223,FA0.95Cs0.05PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,130.0,5.0,1.12,19.66,0.6434,14.17,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
224,FA0.9Cs0.1PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,130.0,5.0,1.11,20.36,0.706,15.96,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
225,FA0.85Cs0.15PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,130.0,5.0,1.12,21.4,0.6969,16.7,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
226,FA0.8Cs0.2PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,130.0,5.0,1.1,19.56,0.6895,14.48,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
227,FA0.75Cs0.25PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,130.0,5.0,1.1,19.5,0.6344,13.61,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
228,MA0.05FA0.8Cs0.15PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,110.0,5.0,1.12,22.72,0.7204,18.33,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
229,MA0.1FA0.75Cs0.15PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,110.0,5.0,1.13,23.15,0.7681,20.09,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
230,MA0.15FA0.7Cs0.15PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,110.0,5.0,1.13,23.08,0.7494,19.54,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
231,MA0.25FA0.6Cs0.15PbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,110.0,5.0,1.12,22.81,0.714,18.24,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
232,FAPbI3,,ITO,ZnO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMSO,150.0,5.0,1.11,18.82,0.6284,13.11,"DONG X, CHEN D, ZHOU J, et al. High crystallization of a multiple cation perovskite absorber for low-temperature stable ZnO solar cells with high-efficiency of over 20% [J]. Nanoscale, 2018, 10(15): 7218-27."
233, Cs0.05Pb0.05I0.15FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,C,,,0.05PTAA,,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,0.94,21.1,0.821,16.3,"STOLTERFOHT M, WOLFF C M, AMIR Y, et al. Approaching the fill factor Shockley–Queisser limit in stable, dopant-free triple cation perovskite solar cells [J]. Energy & Environmental Science, 2017, 10(6): 1530-9."
234, Cs0.05Pb0.05I0.15FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,C,,,0.1PTAA,,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,1.03,22.2,0.808,18.4,"STOLTERFOHT M, WOLFF C M, AMIR Y, et al. Approaching the fill factor Shockley–Queisser limit in stable, dopant-free triple cation perovskite solar cells [J]. Energy & Environmental Science, 2017, 10(6): 1530-9."
235, Cs0.05Pb0.05I0.15FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,C,,,0.015PTAA,,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,1.07,22.2,0.798,18.8,"STOLTERFOHT M, WOLFF C M, AMIR Y, et al. Approaching the fill factor Shockley–Queisser limit in stable, dopant-free triple cation perovskite solar cells [J]. Energy & Environmental Science, 2017, 10(6): 1530-9."
236, Cs0.05Pb0.05I0.15FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,C,,,0.033PTAA,,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,1.08,22.0,0.753,17.8,"STOLTERFOHT M, WOLFF C M, AMIR Y, et al. Approaching the fill factor Shockley–Queisser limit in stable, dopant-free triple cation perovskite solar cells [J]. Energy & Environmental Science, 2017, 10(6): 1530-9."
237, Cs0.05Pb0.05I0.15FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,C,,,0.066PTAA,,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,1.09,21.6,0.65,15.4,"STOLTERFOHT M, WOLFF C M, AMIR Y, et al. Approaching the fill factor Shockley–Queisser limit in stable, dopant-free triple cation perovskite solar cells [J]. Energy & Environmental Science, 2017, 10(6): 1530-9."
238, Cs0.05Pb0.05I0.15FA0.7885Pb0.7885I2.365MA0.1615Pb0.1615Br0.4845,,ITO,C,,,0.015PTAA/PS,,Cu,one-step,spin,diethyl ether,DMF/DMSO,100.0,60.0,1.11,22.5,0.799,19.9,"STOLTERFOHT M, WOLFF C M, AMIR Y, et al. Approaching the fill factor Shockley–Queisser limit in stable, dopant-free triple cation perovskite solar cells [J]. Energy & Environmental Science, 2017, 10(6): 1530-9."
239,FA0.76MA0.19Cs0.05PbI2.43Br0.57,,FTO,c-TiO2,mp-TiO2,,TPB,,Au,two-step,spin,CB,DMF/DMSO,,,0.991,18.5,0.7,12.59,"PYDZIŃSKA-BIAŁEK K, DRUSHLIAK V, COY E, et al. Understanding the Interfaces between Triple-Cation Perovskite and Electron or Hole Transporting Material [J]. ACS Applied Materials & Interfaces, 2020, 12(27): 30399-410."
240,Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,C,,,NiOx,,Ag,two-step,spin,CB,DMF/DMSO,100.0,60.0,,20.29,,13.7,"M. Afzaal, H. M. Yates, A. Walter and S. Nicolay, ""Improved FTO/NiOx Interfaces for Inverted Planar Triple-Cation Perovskite Solar Cells,"" in IEEE Journal of Photovoltaics, vol. 9, no. 5, pp. 1302-1308, Sept. 2019, doi: 10.1109/JPHOTOV.2019.2927927."
241,Cs0.05MA0.1615FA0.7885PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,1.1,22.4,0.78,19.2,"Longeaud, C., Ramos, F.J., Rebai, A. and Rousset, J. (2018), Impact of Environmental Stresses Onto Transport Properties of Hybrid Perovskite Investigated by Steady State Photocarrier Grating and Steady State Photocurrent Techniques. Sol. RRL, 2: 1800192."
242,MA0.17FA0.83PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,30.0,1.1,19.2,0.77,16.3,"Longeaud, C., Ramos, F.J., Rebai, A. and Rousset, J. (2018), Impact of Environmental Stresses Onto Transport Properties of Hybrid Perovskite Investigated by Steady State Photocarrier Grating and Steady State Photocurrent Techniques. Sol. RRL, 2: 1800192."
243,Cs0.1MA0.153FA0.747PbI2.49Br0.51,,FTO,c-TiO2,,,spiro-OMeTAD,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.09,18.0,0.72,14.1,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300."
244,Cs0.1MA0.153FA0.747PbI2.49Br0.51,,FTO,c-TiO2,mp-TiO2,,spiro-OMeTAD,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.11,23.5,0.77,20.0,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300."
245,Cs0.1MA0.153FA0.747PbI2.49Br0.51,,FTO,ALD-TiO2,,,spiro-OMeTAD,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.03,15.1,0.63,9.8,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300."
246,Cs0.1MA0.153FA0.747PbI2.49Br0.51,,FTO,ALD-TiO2,mp-TiO2,,spiro-OMeTAD,,Cu,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.1,21.8,0.73,17.5,"Ašmontas S, Čerškus A, Gradauskas J, Grigucevičienė A, Juškėnas R, Leinartas K, Lučun A, Petrauskas K, Selskis A, Staišiūnas L, et al. Photoelectric Properties of Planar and Mesoporous Structured Perovskite Solar Cells. Materials. 2022; 15(12):4300."
247,Cs0.05FA0.8MA0.15PbI2.55Br0.45,,FTO,c-TiO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,1.104,22.39,0.75,18.24,"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70."
248,Cs0.05FA0.8MA0.15PbI2.55Br0.45,,FTO,c-TiO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO/0.15Pr,100.0,60.0,1.116,22.51,0.76,18.97,"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70."
249,Cs0.05FA0.8MA0.15PbI2.55Br0.45,,FTO,c-TiO2,,,spiro-OMeTAD,,Au,two-step,spin,CB,DMF/DMSO/0.3Pr,100.0,60.0,1.145,22.82,0.76,19.79,"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70."
250,Cs0.05FA0.8MA0.15PbI2.55Br0.45,,FTO,c-TiO2,,,spiro-OMeTAD,,Au,one-step,spin,CB,DMF/DMSO/0.6Pr,100.0,60.0,1.085,22.31,0.76,18.04,"LIU X, WU J, GUO Q, et al. Pyrrole: an additive for improving the efficiency and stability of perovskite solar cells [J]. Journal of Materials Chemistry A, 2019, 7(19): 11764-70."
251,FA0.95MA0.05PbBr0.06I2.94,,FTO,c-TiO3,mp-TiO2,,spiro-OMeTAD,,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,0.972,20.18,0.665,13.04,"El-naggar, A.M., Osman, M.M., Alanazi, A.Q. et al. Spectroscopic ellipsometry and solar cell performance of Cs-doped MA0.05FA0.95Pb(I0.98Br0.02)3 triple cation perovskite thin films for solar cell applications. Appl. Phys. A 128, 378 (2022)."
252,FA0.95MA0.05PbBr0.06I2.94CsI,,FTO,c-TiO4,mp-TiO2,,spiro-OMeTAD,,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,1.029,20.18,0.666,13.83,"El-naggar, A.M., Osman, M.M., Alanazi, A.Q. et al. Spectroscopic ellipsometry and solar cell performance of Cs-doped MA0.05FA0.95Pb(I0.98Br0.02)3 triple cation perovskite thin films for solar cell applications. Appl. Phys. A 128, 378 (2022)."
253,FA0.95MA0.05PbBr0.06I2.94CsI,,FTO,c-TiO5,mp-TiO2,,spiro-OMeTAD,,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,0.934,18.83,0.613,10.79,"El-naggar, A.M., Osman, M.M., Alanazi, A.Q. et al. Spectroscopic ellipsometry and solar cell performance of Cs-doped MA0.05FA0.95Pb(I0.98Br0.02)3 triple cation perovskite thin films for solar cell applications. Appl. Phys. A 128, 378 (2022)."
254,FA0.95MA0.05PbBr0.06I2.94CsI,,FTO,c-TiO6,mp-TiO2,,spiro-OMeTAD,,Au,one-step,spin,CB,DMF/DMSO,150.0,30.0,0.916,17.69,0.652,10.57,"El-naggar, A.M., Osman, M.M., Alanazi, A.Q. et al. Spectroscopic ellipsometry and solar cell performance of Cs-doped MA0.05FA0.95Pb(I0.98Br0.02)3 triple cation perovskite thin films for solar cell applications. Appl. Phys. A 128, 378 (2022)."
255,Cs0.06FA0.8MA0.14PbI2.58Br0.42,,FTO,TiO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO,100.0,30.0,1.09,23.06,0.779,19.61,"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9."
256,Cs0.06FA0.8MA0.14PbI2.58Br0.42,,FTO,TiO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO/TPL,100.0,30.0,1.12,23.46,0.807,21.38,"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9."
257,Cs0.06FA0.8MA0.14PbI2.58Br0.42,,FTO,TiO2,,,spiro-OMeTAD,,Ag,two-step,spin,CB,DMF/DMSO/0.5APL,100.0,30.0,1.1,23.65,0.814,21.37,"ZHANG Z, LIU H, TANG Y, et al. Organic compound passivation for perovskite solar cells with improving stability and photoelectric performance [J]. Solar Energy, 2022, 231: 414-9."
